barcode,name,brand,grade,sugar,fat,protein,calories
8000300378870,['unknown'],"Nestlé, Buitoni",unknown,3.299999952316284,21.0,5.800000190734863,383.0
7613030198574,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
8436575290775,['ice-cream-or-sorbet-or-ice-pop-flavoured-average'],Nestlé,c,10.399999618530273,5.199999809265137,1.600000023841858,104.0
3800020424896,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
3800020483879,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
3800020425664,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
7613036425292,['unknown'],Nestle,e,54.5,8.100000381469727,7.5,322.0
3800020422489,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
3800020421680,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
7891000247648,['unknown'],Nestlé,d,7.099999904632568,5.0,50.0,98.5
3800020453223,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
7613036193061,['unknown'],"Nestlé, Quality Street",e,62.0,21.100000381469727,4.400000095367432,487.0
8593893734975,['unknown'],Nestlé,e,56.0,33.70000076293945,7.599999904632568,558.0
8435257051635,['unknown'],Nestlé,d,19.600000381469727,8.0,4.900000095367432,181.0
7613036353960,['unknown'],Nestlé,unknown,10.800000190734863,1.7999999523162842,9.399999618530273,368.0
7613033358944,['unknown'],NESTLE,unknown,0.0,0.0,0.0,0.0
60353535,['unknown'],Nestlé,unknown,7.099999904632568,0.20000000298023224,3.5999999046325684,52.0
8410100189413,['unknown'],Nestlé,not-applicable,5.800000190734863,3.5999999046325684,2.299999952316284,80.0
3023290006627,['unknown'],Nestlé,not-applicable,4.099999904632568,2.799999952316284,3.299999952316284,63.0
8593893752917,['unknown'],Nestlé,e,54.599998474121094,0.10000000149011612,4.699999809265137,330.0
7613036118231,['unknown'],Nestlé,not-applicable,9.5,2.9000000953674316,3.0,97.0
8850125093331,['coffee-powder-instant'],"เนสเล่,Nestlé, Nestle, เนสท์เล่",unknown,4.0,0.0,0.0,22.5
5365037059281,['unknown'],Nestlé,unknown,25.0,7.699999809265137,8.199999809265137,411.0
6294003582036,['muesli-average'],Nestle,c,19.5,10.0,10.0,0.0
8410100023632,['unknown'],Nestlé,b,0.20000000298023224,11.5,11.5,235.0
1364225496178,['unknown'],"Nestlé, Chocapic",unknown,0.0,0.0,0.0,0.0
8435257050201,['cheese-average'],"Nestlé, Lindahls",a,3.200000047683716,0.6000000238418579,10.0,59.0
7613036279222,['unknown'],Nestlé,not-applicable,26.0,2.5999999046325684,12.0,392.0
5060107339811,['unknown'],Ella's Kitchen,not-applicable,1.600000023841858,15.0,6.5,414.0
7613036397681,['unknown'],Nestlé,unknown,30.0,29.0,3.700000047683716,396.0
7613036886963,['unknown'],Nestlé,not-applicable,10.0,3.0,3.4000000953674316,95.0
7613033689635,['custard-dessert-refrigerated-or-canned-average'],Nestlé,c,9.399999618530273,3.0999999046325684,3.0,93.0
8000300372649,['unknown'],Nestlé,e,26.799999237060547,14.800000190734863,3.799999952316284,316.0
7613036927833,['unknown'],Nestlé,unknown,42.099998474121094,33.099998474121094,6.199999809265137,550.0
7613036226240,['unknown'],Nestlé,unknown,28.0,29.0,3.700000047683716,369.0
7613035724280,['unknown'],Nestlé,not-applicable,1.7999999523162842,1.899999976158142,2.200000047683716,53.0
7613032875268,['unknown'],Nestlé,not-applicable,40.0,21.899999618530273,11.0,490.0
7613196011304,['unknown'],Nestlé,unknown,7.599999904632568,3.4000000953674316,5.099999904632568,86.0
8002270476532,['non-alcoholic-beverage-average'],"Nestlé, San Pellegrino",d,7.800000190734863,0.0,0.10000000149011612,33.0
7613034915269,['dulce-de-leche-or-confiture-de-lait'],Nestlé,e,52.70000076293945,33.099998474121094,7.099999904632568,549.0
0028000210106,['cake-average'],Nestlé Toll House,unknown,64.29000091552734,28.56999969482422,7.139999866485596,571.4299926757812
7501058633354,['breakfast-cereals-sweet-average'],Nestlé,c,5.400000095367432,3.0,7.199999809265137,369.0
0205853005183,['unknown'],Nestlé,unknown,17.799999237060547,13.899999618530273,4.400000095367432,219.0
8436575290836,['unknown'],"Nestlé, Schöller",c,13.0,0.0,0.10000000149011612,64.0
3023290032701,['unknown'],Nestlé,c,10.899999618530273,6.400000095367432,2.4000000953674316,115.0
0050000351701,['unknown'],Nestle,b,3.0,1.5,0.0,25.0
8435257052502,['yogurt-fermented-milk-or-dairy-specialty-w-fruits-or-flavoured-average'],Nestlé,c,14.399999618530273,6.5,2.799999952316284,129.0
8904004400212,['unknown'],Haldiram's,e,3.759999990463257,35.11000061035156,14.359999656677246,542.0
7613036731713,['candies-all-types'],"Nestle, ТОВ &quot;Нестле Україна&quot;",e,53.0,23.0,3.799999952316284,495.0
7613037010039,['unknown'],Nestlé,not-applicable,4.900000095367432,2.9000000953674316,2.5,87.0
6291007902198,['unknown'],Britannia,e,0.0,23.299999237060547,6.670000076293945,600.0
7613037018998,['unknown'],Nestlé,unknown,9.800000190734863,0.5,0.5,59.0
7613034259301,['unknown'],Nestlé,e,55.20000076293945,30.600000381469727,6.599999904632568,532.0
7613036292818,['unknown'],Nestlé,unknown,2.700000047683716,2.299999952316284,3.5,74.0
7613035487871,['unknown'],Nestlé,not-applicable,13.5,0.20000000298023224,0.699999988079071,72.0
7613031274666,['unknown'],Nestlé,not-applicable,5.199999809265137,2.9000000953674316,2.4000000953674316,90.0
4088600109411,['breakfast-cereals-sweet-average'],Nestle,c,6.0,1.0,7.670000076293945,387.0
7613032041236,['unknown'],Nestlé,unknown,8.0,3.0999999046325684,3.0,100.0
6130794000109,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
59945352,['unknown'],Nestle,unknown,0.0,0.0,0.0,0.0
4902201174107,['unknown'],Nestlé,unknown,61.060001373291016,32.7400016784668,4.070000171661377,558.0
7702024075462,['unknown'],Nestlé,unknown,52.0,8.0,12.0,400.0
8435257052274,['yogurt-greek-style-plain'],Nestlé,c,11.199999809265137,7.599999904632568,3.200000047683716,126.0
5900130031231,['ice-cream-or-sorbet-or-ice-pop-flavoured-average'],"Nestlé, Froneri, Nuii",e,25.0,25.0,5.300000190734863,376.0
7613036562546,['unknown'],Nestlé,unknown,60.5,7.400000095367432,2.9000000953674316,368.0
8435257037127,['yoghurt-plain-or-fruit-average'],Nestlé,b,4.900000095367432,3.799999952316284,3.9000000953674316,70.0
7613036762779,['unknown'],"Nestlé, Thomy, Thomy - Nestlé",e,0.800000011920929,66.19999694824219,1.100000023841858,610.0
7613036496582,['barbecue-sauce-prepacked'],Nestlé,d,21.0,0.5,1.2000000476837158,123.0
3760192498784,['muesli-average'],Primrose's Kitchen,a,13.0,13.899999618530273,12.699999809265137,412.0
0161303000057,['unknown'],Nestlé,unknown,0.0,3.9000000953674316,0.0,0.0
15650835,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
8435257004501,['yogurt-fermented-milk-or-dairy-specialty-w-fruits-or-flavoured-average'],Nestlé,c,21.0,2.700000047683716,2.799999952316284,120.0
3023290035450,['yogurt-greek-style-plain'],Nestlé,c,3.4000000953674316,8.399999618530273,2.9000000953674316,104.0
9212372470027,['unknown'],Nestlé,unknown,5.599999904632568,0.0,0.0,106.0
7702024056102,['unknown'],Nestlé,unknown,11.0,0.800000011920929,4.599999904632568,80.0
42370598,['unknown'],Nestlé,e,42.0,30.0,8.0,450.0
8470003957564,['unknown'],Nestlé,not-applicable,47.0,2.0,31.0,355.0
7613032731427,['breakfast-cereals-sweet-average'],Nestlé,c,16.700000762939453,8.199999809265137,8.899999618530273,400.0
2118626440419,['breakfast-cereals-sweet-average'],"Nestlé, Chocapic",c,25.0,4.670000076293945,8.329999923706055,387.0
7613034331861,['unknown'],Nestlé,not-applicable,25.0,1.7999999523162842,10.0,386.0
3023290033289,['yoghurt-plain-or-fruit-average'],Nestlé,e,12.399999618530273,2.0,2.700000047683716,80.0
85917347,['unknown'],"Nestlé, Orion",c,5.0,5.0,3.0,451.0
5022496513005,['unknown'],Dabur,unknown,27.0,1.0,0.5,227.0
8410100058948,['unknown'],Nestlé,c,11.399999618530273,1.899999976158142,3.5999999046325684,74.0
8000300388404,['unknown'],Nestlé,unknown,25.0,11.699999809265137,2.5999999046325684,232.0
5941017004849,['unknown'],Nestlé,unknown,31.299999237060547,23.5,5.300000190734863,482.0
3023290035481,['yogurt-greek-style-plain'],Nestlé,b,6.800000190734863,4.5,5.099999904632568,88.0
7613035866850,['unknown'],Nestlé,not-applicable,12.300000190734863,0.20000000298023224,0.6000000238418579,67.0
7613036322171,['unknown'],Nestlé,unknown,12.100000381469727,4.300000190734863,3.5999999046325684,128.0
5900130030678,['ice-cream-or-sorbet-or-ice-pop-flavoured-average'],"NUII, Nestlé",e,31.0,21.0,3.799999952316284,360.0
7613034638649,['unknown'],Nestlé,unknown,6.599999904632568,3.4000000953674316,2.0999999046325684,74.0
9556001257949,['unknown'],Nestlé,d,10.0,1.5,3.5,70.0
7613031482245,['unknown'],Nestlé,e,51.599998474121094,33.79999923706055,7.199999809265137,559.0
2600350001511,['unknown'],Nestlé,d,22.100000381469727,13.5,4.0,238.0
7613034441539,['unknown'],"Nestlé,Winiary",unknown,0.05000000074505806,0.20000000298023224,0.10000000149011612,2.5
8422388874110,['ice-lolly'],Nestlé,d,25.0,10.699999809265137,0.30000001192092896,233.0
8000300374001,['unknown'],"Nestlé, Buitoni",c,1.2999999523162842,6.400000095367432,8.100000381469727,214.0
5900020026163,['unknown'],Nestlé,d,20.600000381469727,10.699999809265137,8.0,394.5984802246094
7613036910538,['unknown'],Nestlé,e,45.5,33.0,7.300000190734863,537.0
6221007026266,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
8000300327830,['unknown'],Nestlé,unknown,1.899999976158142,0.699999988079071,5.0,73.0
9556001052902,['unknown'],Nestlé,unknown,0.0,1.5,3.5999999046325684,52.0
5000243798769,['breakfast-cereals-sweet-average'],Nestlé,d,25.0,1.5,9.199999809265137,370.0
7613036606073,['unknown'],Nestlé,unknown,11.0,1.100000023841858,1.7999999523162842,76.0
5900020033437,['unknown'],"เนสเล่,Nestlé, Nestle, เนสท์เล่",d,25.0,12.0,13.0,420.0
3023290234495,['unknown'],Nestlé,c,16.600000381469727,0.800000011920929,3.0,100.0
8470003957151,['unknown'],Nestlé,not-applicable,51.0,1.0,31.0,355.0
3800020401798,['unknown'],Nestlé,e,49.70000076293945,28.600000381469727,7.699999809265137,529.0
7613036180542,['ice-cream-or-sorbet-or-ice-pop-flavoured-average'],Nestlé,d,22.700000762939453,11.0,2.299999952316284,215.0
8410100058931,['yoghurt-plain-average'],Nestlé,b,4.800000190734863,2.5999999046325684,3.4000000953674316,57.0
7613036912594,['unknown'],Nestlé,d,18.0,4.199999809265137,9.399999618530273,380.0
7613036912617,['unknown'],Nestlé,c,13.0,1.7999999523162842,11.0,364.0
3023290455487,['unknown'],Nestlé,unknown,19.899999618530273,7.300000190734863,3.700000047683716,163.0
8002270766633,['unknown'],"Nestlé, San Pellegrino",d,7.800000190734863,0.0,0.0,37.0
5425032431021,['unknown'],Sweet Switch,d,0.5,39.099998474121094,9.300000190734863,473.0
7613037040869,['breakfast-cereals-sweet-average'],Nestlé NESTUM Zero,a,19.0,2.5,10.600000381469727,370.0
7613036521208,['unknown'],Nestlé,e,51.29999923706055,24.299999237060547,5.0,500.0
50251087,['unknown'],"Nestlé, Quality Street",unknown,25.0,50.0,6.0,110.0
4613248488439,['unknown'],Nestlé,unknown,11.800000190734863,0.10000000149011612,0.30000001192092896,55.0
7613036573689,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
7613035265271,['unknown'],Nestlé,e,57.79999923706055,30.799999237060547,6.199999809265137,542.0
8002270817434,['unknown'],"San Pellegrino, Nestlé",e,8.300000190734863,0.0,0.0,37.0
8000309654395,['unknown'],Nestlé,unknown,25.600000381469727,15.699999809265137,4.0,334.0
7613036448697,['unknown'],Nestlé,e,57.5,31.100000381469727,6.300000190734863,542.0
7613037051001,['unknown'],Nestlé,c,13.800000190734863,35.099998474121094,20.299999237060547,523.0
6151100031426,['water-bottled-average'],Nestlé,a,0.0,0.0,0.0,0.0
4902201173384,['unknown'],Nestlé,e,49.20000076293945,31.100000381469727,3.690000057220459,541.0
7613034152381,['unknown'],Nestlé,d,10.800000190734863,1.7999999523162842,9.399999618530273,368.0
7613031003990,['unknown'],Nestlé,unknown,10.0,3.4000000953674316,3.0,106.0
5900130030890,['unknown'],"Nestlé, Froneri, Nuii",e,26.0,23.0,3.799999952316284,358.0
7613036883511,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
3800020418697,['unknown'],Nestlé,e,45.599998474121094,27.200000762939453,6.559999942779541,516.0
7613034449993,['unknown'],Nestlé,unknown,71.0,0.0,5.349999904632568,392.0
8697713559981,['unknown'],Nestlé,unknown,0.0,0.0,0.0,0.0
